Image_ID, Label_ID
vistel16_left_6.jpg, vistel16_left_6.txt
vistel2_left_1.jpg, vistel2_left_1.txt
vistel3_right_0.jpg, vistel3_right_0.txt
vistel4_left_2.jpg, vistel4_left_2.txt
vistel16_right_9.jpg, vistel16_right_9.txt
vistel17_right_4.jpg, vistel17_right_4.txt
vistel15_right_4.jpg, vistel15_right_4.txt
vistel2_left_0.jpg, vistel2_left_0.txt
vistel16_left_2.jpg, vistel16_left_2.txt
vistel13_right_3.jpg, vistel13_right_3.txt
vistel17_left_3.jpg, vistel17_left_3.txt
vistel16_left_11.jpg, vistel16_left_11.txt
vistel4_left_3.jpg, vistel4_left_3.txt
vistel15_right_1.jpg, vistel15_right_1.txt
vistel14_left_0.jpg, vistel14_left_0.txt
vistel16_left_7.jpg, vistel16_left_7.txt
vistel3_right_3.jpg, vistel3_right_3.txt
vistel16_right_8.jpg, vistel16_right_8.txt
vistel15_left_3.jpg, vistel15_left_3.txt
vistel15_left_2.jpg, vistel15_left_2.txt
vistel4_left_5.jpg, vistel4_left_5.txt
vistel4_left_1.jpg, vistel4_left_1.txt
vistel14_right_0.jpg, vistel14_right_0.txt
vistel16_right_0.jpg, vistel16_right_0.txt
vistel17_right_1.jpg, vistel17_right_1.txt
vistel3_left_0.jpg, vistel3_left_0.txt
vistel16_right_2.jpg, vistel16_right_2.txt
vistel10_left_4.jpg, vistel10_left_4.txt
vistel4_left_0.jpg, vistel4_left_0.txt
vistel10_right_4.jpg, vistel10_right_4.txt
vistel17_left_4.jpg, vistel17_left_4.txt
vistel2_right_0.jpg, vistel2_right_0.txt
vistel3_right_2.jpg, vistel3_right_2.txt
vistel17_right_2.jpg, vistel17_right_2.txt
vistel9_right_0.jpg, vistel9_right_0.txt
vistel24_left_3.jpg, vistel24_left_3.txt
vistel22_right_5.jpg, vistel22_right_5.txt
vistel5_right_0.jpg, vistel5_right_0.txt
vistel23_left_2.jpg, vistel23_left_2.txt
vistel7_right_0.jpg, vistel7_right_0.txt
vistel25_left_6.jpg, vistel25_left_6.txt
vistel24_left_6.jpg, vistel24_left_6.txt
vistel19_left_2.jpg, vistel19_left_2.txt
vistel22_right_4.jpg, vistel22_right_4.txt
vistel18_right_3.jpg, vistel18_right_3.txt
vistel7_right_1.jpg, vistel7_right_1.txt
vistel18_left_4.jpg, vistel18_left_4.txt
vistel9_left_0.jpg, vistel9_left_0.txt
vistel25_left_3.jpg, vistel25_left_3.txt
vistel25_right_6.jpg, vistel25_right_6.txt
vistel24_left_4.jpg, vistel24_left_4.txt
vistel25_right_1.jpg, vistel25_right_1.txt
vistel25_right_0.jpg, vistel25_right_0.txt
vistel9_left_1.jpg, vistel9_left_1.txt
vistel7_left_2.jpg, vistel7_left_2.txt
vistel8_left_0.jpg, vistel8_left_0.txt
vistel5_left_0.jpg, vistel5_left_0.txt
vistel8_right_2.jpg, vistel8_right_2.txt
vistel22_right_7.jpg, vistel22_right_7.txt
vistel22_right_3.jpg, vistel22_right_3.txt
vistel25_left_1.jpg, vistel25_left_1.txt
vistel8_right_0.jpg, vistel8_right_0.txt
vistel22_left_8.jpg, vistel22_left_8.txt
vistel18_right_4.jpg, vistel18_right_4.txt
vistel8_left_1.jpg, vistel8_left_1.txt
vistel9_right_2.jpg, vistel9_right_2.txt
vistel18_left_0.jpg, vistel18_left_0.txt
vistel24_left_0.jpg, vistel24_left_0.txt
vistel19_right_1.jpg, vistel19_right_1.txt
vistel22_left_7.jpg, vistel22_left_7.txt
vistel25_left_0.jpg, vistel25_left_0.txt
vistel24_right_1.jpg, vistel24_right_1.txt
vistel7_right_3.jpg, vistel7_right_3.txt
vistel22_right_2.jpg, vistel22_right_2.txt
vistel23_right_0.jpg, vistel23_right_0.txt
vistel24_left_1.jpg, vistel24_left_1.txt
vistel18_right_2.jpg, vistel18_right_2.txt
vistel7_right_4.jpg, vistel7_right_4.txt
vistel22_left_3.jpg, vistel22_left_3.txt
vistel8_left_3.jpg, vistel8_left_3.txt
vistel19_right_2.jpg, vistel19_right_2.txt
vistel22_right_6.jpg, vistel22_right_6.txt
vistel22_right_0.jpg, vistel22_right_0.txt
vistel23_left_1.jpg, vistel23_left_1.txt
vistel18_left_1.jpg, vistel18_left_1.txt
vistel22_left_2.jpg, vistel22_left_2.txt
vistel18_right_1.jpg, vistel18_right_1.txt
vistel25_left_11.jpg, vistel25_left_11.txt
vistel24_left_5.jpg, vistel24_left_5.txt
vistel18_left_2.jpg, vistel18_left_2.txt
vistel19_right_0.jpg, vistel19_right_0.txt
vistel8_left_2.jpg, vistel8_left_2.txt
vistel25_left_9.jpg, vistel25_left_9.txt
vistel9_right_1.jpg, vistel9_right_1.txt
vistel24_right_3.jpg, vistel24_right_3.txt
vistel25_left_10.jpg, vistel25_left_10.txt
vistel24_right_4.jpg, vistel24_right_4.txt
vistel19_left_0.jpg, vistel19_left_0.txt
vistel24_left_2.jpg, vistel24_left_2.txt
vistel25_left_2.jpg, vistel25_left_2.txt
vistel24_right_2.jpg, vistel24_right_2.txt
vistel25_right_4.jpg, vistel25_right_4.txt
vistel25_left_5.jpg, vistel25_left_5.txt
vistel22_left_6.jpg, vistel22_left_6.txt
vistel8_right_3.jpg, vistel8_right_3.txt
vistel7_right_2.jpg, vistel7_right_2.txt
vistel25_left_8.jpg, vistel25_left_8.txt
vistel22_left_4.jpg, vistel22_left_4.txt
vistel18_left_5.jpg, vistel18_left_5.txt
vistel22_left_5.jpg, vistel22_left_5.txt
vistel23_right_1.jpg, vistel23_right_1.txt
vistel25_right_5.jpg, vistel25_right_5.txt
vistel25_left_7.jpg, vistel25_left_7.txt
vistel19_left_1.jpg, vistel19_left_1.txt
vistel22_left_1.jpg, vistel22_left_1.txt
vistel23_left_0.jpg, vistel23_left_0.txt
vistel22_right_1.jpg, vistel22_right_1.txt
vistel7_left_1.jpg, vistel7_left_1.txt
vistel18_right_5.jpg, vistel18_right_5.txt
vistel7_left_0.jpg, vistel7_left_0.txt
vistel25_right_2.jpg, vistel25_right_2.txt
vistel24_right_0.jpg, vistel24_right_0.txt
vistel5_right_1.jpg, vistel5_right_1.txt
vistel19_left_3.jpg, vistel19_left_3.txt
vistel9_left_2.jpg, vistel9_left_2.txt
vistel22_left_0.jpg, vistel22_left_0.txt
vistel18_right_0.jpg, vistel18_right_0.txt
vistel25_right_8.jpg, vistel25_right_8.txt
vistel24_right_5.jpg, vistel24_right_5.txt
vistel25_right_7.jpg, vistel25_right_7.txt
vistel18_left_3.jpg, vistel18_left_3.txt
vistel25_right_3.jpg, vistel25_right_3.txt
vistel5_left_1.jpg, vistel5_left_1.txt
vistel8_right_1.jpg, vistel8_right_1.txt
vistel25_left_4.jpg, vistel25_left_4.txt
